address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),approx_cost
"66, Benaka, 2nd Cross, 2nd Main, Kathriguppe East, 3rd Stage, Banashankari, Bangalore",Darkolates,No,No,,0,banashankari,Confectionery,desserts,Delivery,Banashankari,200.0
"617, 100 Feet Ring Road Next to Devegowda Petrol Pump, Banashankari, Bangalore",Swaada Healthy Kitchen,No,No,,0,banashankari,"Quick Bites, Beverage Shop","healthy food, juices, sandwich",Delivery,Banashankari,350.0
"209, 5th Cross, AG Thaneerappa Road, 1st Phase Girinagar, Ganapathi Nagar, Banashankari Stage I, Banashankari, Bengaluru",Gawdaru Mane Beriyani,No,No,,0,banashankari,Quick Bites,"south indian, biryani",Delivery,Banashankari,300.0
"Bhuvaneshwari Nagar BSK 3RD Stage, Banashankari, Bangalore",Melting Melodies,No,No,,0,banashankari,"Takeaway, Delivery","pizza, fast food",Delivery,Banashankari,100.0
"77, 50 Ft Road, Hanumathnagara, Banashankari, Bangalore",New Indraprasta,No,No,,0,banashankari,Quick Bites,"south indian, beverages",Delivery,Banashankari,150.0
"21, 80 Feet Road, 3rd Phase, 4th Block, 3rd Stage, Banashankari, Bangalore",Anna Kuteera,Yes,No,4.0,771,banashankari,Casual Dining,"south indian, north indian, chinese",Delivery,Banashankari,450.0
"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore",Darbar,No,No,3.0,98,banashankari,Bar,"north indian, chinese",Delivery,Banashankari,800.0
"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",Vijayalakshmi,Yes,No,3.9,47,basavanagudi,Quick Bites,south indian,Delivery,Banashankari,200.0
"155, 43rd Cross Road, 8th Block, Jayanagar, Bangalore",Sri Udupi Food Hub,Yes,Yes,4.1,175,jayanagar,Casual Dining,"south indian, north indian, chinese, beverages",Delivery,Banashankari,500.0
"No.1585, 22nd Main,Banashankari 1st Stage",Udupi Upahar,Yes,No,3.8,58,banashankari,Quick Bites,"south indian, chinese, north indian, juices",Delivery,Banashankari,300.0
"39/1, R.V Road, Opposite Vijaya College, Basavanagudi, Bangalore",House Of Kebabs,Yes,No,3.8,540,basavanagudi,Casual Dining,"north indian, kebab, biryani, chinese",Delivery,Banashankari,650.0
"608, 21st Cross, Kumaraswamy Layout, Bangalore",Roll N Rock,Yes,No,3.8,124,kumaraswamy layout,Quick Bites,"chinese, north indian, mughlai, rolls",Delivery,Banashankari,400.0
"100 Feet Ring Road, 2nd Phase, Banashankari, Bangalore",BOX8- Desi Meals,Yes,No,4.1,340,banashankari,"Takeaway, Delivery","north indian, mughlai, fast food",Delivery,Banashankari,500.0
"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore",KFC,Yes,No,3.8,505,banashankari,Quick Bites,"burger, fast food",Delivery,Banashankari,450.0
"12, Banashankari, Bangalore",Bitez,No,No,,0,banashankari,Quick Bites,fast food,Delivery,Banashankari,100.0
"1A/29 , Shop 2 , 27th Cross, Jayanagar, Bangalore",Roll Over,Yes,No,4.1,438,jayanagar,Dessert Parlor,"desserts, ice cream, beverages, fast food, sandwich",Delivery,Banashankari,500.0
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Imperial Restaurant,Yes,No,3.7,264,mysore road,Casual Dining,"north indian, chinese, biryani, beverages",Delivery,Banashankari,750.0
"Dayanand Sagar College Road, Kumaraswamy Layout, Bangalore",Lassi Shop,Yes,No,3.9,169,kumaraswamy layout,Beverage Shop,"beverages, juices, ice cream",Delivery,Banashankari,150.0
"Basement, MR Complex, Near Police Station, 25th Cross, 14th Main, Kumaraswamy Layout, Bangalore",The Fortuna,Yes,No,3.0,67,kumaraswamy layout,Quick Bites,"north indian, chinese",Delivery,Banashankari,250.0
"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore",Wahab,Yes,No,3.7,97,jayanagar,Quick Bites,"north indian, mughlai, chinese",Delivery,Banashankari,350.0
"11/2, Ground Floor, Khazi Street, Basavanagudi, Bangalore",Al Diwan Biryanis And More,Yes,No,3.3,12,basavanagudi,"Takeaway, Delivery",biryani,Delivery,Banashankari,300.0
"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",New Gowda's Fried Chicken,Yes,No,3.3,12,banashankari,Quick Bites,biryani,Delivery,Banashankari,300.0
"28-29, 3rd Block, 9th Main Road, Jayanagar, Bangalore",Canton,Yes,No,3.6,195,jayanagar,Casual Dining,"chinese, seafood, biryani",Delivery,Banashankari,800.0
"92/1, Gandhi Bazaar Main Road, Basavangudi. Next to Vodafone Showroom, Basavanagudi, Bangalore",Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,basavanagudi,"Dessert Parlor, Sweet Shop","desserts, mithai",Delivery,Banashankari,300.0
"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",The Blue Wagon - Kitchen,Yes,No,4.6,228,jayanagar,Cafe,"cafe, beverages",Delivery,Banashankari,400.0
"79, Vanivilas Road, Next to KFC, Basavanagudi, Bangalore",HOT COFFEE,Yes,No,4.1,70,basavanagudi,Quick Bites,"south indian, chinese",Delivery,Banashankari,150.0
"805, Ground Floor, 35C Cross, 9th Main, 4th Block, Jayanagar, Bangalore",Patio 805,Yes,Yes,4.1,364,jayanagar,Casual Dining,"thai, vietnamese, asian, chinese",Delivery,Banashankari,1200.0
"1304, Kathriguppe Main Road, Ashok Nagar, NR Colony, Basavanagudi, Bangalore",Lassi Corner,Yes,No,3.7,107,basavanagudi,Beverage Shop,"beverages, ice cream",Delivery,Banashankari,150.0
"1761, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Sagar Deluxe,Yes,No,3.2,167,kumaraswamy layout,Quick Bites,"south indian, north indian, chinese, juices",Delivery,Banashankari,300.0
"374/B, 2nd Phase, BSK 3rd Stage, Srinivasa Nagar, Banashankari, Bangalore",Kanti Sweets,Yes,No,4.0,115,banashankari,Sweet Shop,"mithai, street food",Delivery,Banashankari,400.0
"582,2nd Main, 6th Block 2nd Phase Banshankari 3rd Stage Bangalore-560085",Vegetalia,Yes,No,3.7,27,banashankari,"Takeaway, Delivery","italian, pizza",Delivery,Banashankari,400.0
"3-94/1, 80 Feet Road, Near New Big Bazaar, Kathriguppe, Banashankari, Bangalore",Aramane Donne Biryani,Yes,No,3.5,57,banashankari,Quick Bites,biryani,Delivery,Banashankari,200.0
"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Ande Ka Funda,Yes,No,3.8,120,banashankari,Quick Bites,"north indian, fast food, rolls",Delivery,Banashankari,250.0
"24, Next to Roti Ghar, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",Cake Ghar,Yes,No,3.8,15,basavanagudi,Bakery,bakery,Delivery,Banashankari,400.0
"Rashtriya Vidyalaya Road, Basavanagudi, Bangalore",Energy Addaa,Yes,No,4.2,64,basavanagudi,Quick Bites,"salad, healthy food, sandwich, juices, burger, desserts, pizza",Delivery,Banashankari,500.0
"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore",Bhattara Bhojana,Yes,No,3.6,66,banashankari,Quick Bites,south indian,Delivery,Banashankari,150.0
"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",Tandoori Knight,Yes,No,3.0,290,banashankari,Quick Bites,"north indian, chinese, biryani, kebab",Delivery,Banashankari,450.0
"11/2, Old Market, V V Puram, Basavanagudi, Bangalore",Dev Sagar - Food Street,Yes,No,4.1,233,basavanagudi,Quick Bites,street food,Delivery,Banashankari,200.0
"1779, 14th Main, Kumaraswamy Layout, Bangalore",Mitraa Da Pizza,Yes,No,3.8,115,kumaraswamy layout,Quick Bites,"fast food, pizza",Delivery,Banashankari,250.0
"224/Y, 100 Feet Ring Road, 7th Block, 3rd Stage, Banashankari, Bangalore",Paradise Premium,Yes,No,3.1,119,banashankari,Casual Dining,"biryani, andhra, hyderabadi, north indian",Delivery,Banashankari,700.0
"2, Old 36, 8th F Main, 3rd Block, Jayanagar, Bangalore",Grazers,Yes,Yes,3.9,291,jayanagar,Cafe,"cafe, burger, continental, italian, desserts",Delivery,Banashankari,650.0
"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Shakes Theory,Yes,No,4.5,155,jayanagar,Beverage Shop,"beverages, sandwich",Delivery,Banashankari,300.0
"1766, 14th Main, 1st Stage, Kumaraswamy Layout, Bangalore",@Italy,Yes,No,4.1,305,kumaraswamy layout,Casual Dining,italian,Delivery,Banashankari,700.0
"Opposite BNM School, Near BDA complex, Banashankari, Bangalore",Chilli Flakes,Yes,No,3.6,46,banashankari,Quick Bites,"fast food, italian, beverages",Delivery,Banashankari,500.0
"728/1, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Calcutta Cafe,Yes,No,3.5,45,kumaraswamy layout,Quick Bites,"bengali, chinese, sandwich",Delivery,Banashankari,350.0
"416, 24th Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",Old Mumbai Ice Cream,Yes,No,3.9,38,banashankari,Dessert Parlor,ice cream,Delivery,Banashankari,150.0
"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",Donne Biriyani House,Yes,No,3.9,441,banashankari,Quick Bites,"south indian, north indian, chinese, biryani",Delivery,Banashankari,400.0
"12, Old 387, Market Road, V.V.Puram, Basavanagudi, Bangalore",By 2 Coffee,Yes,No,3.9,25,basavanagudi,Quick Bites,south indian,Delivery,Banashankari,100.0
"6th C Main, 4th Block, Jayanagar, Bangalore",Kedia's Fun Food,Yes,No,4.3,630,jayanagar,Quick Bites,"north indian, street food, juices",Delivery,Banashankari,200.0
"1771, 14th Main Road, 1stage, Kumaraswamy Layout, Bangalore",Davangere Butter Dosa Hotel,Yes,No,3.8,25,kumaraswamy layout,Quick Bites,south indian,Delivery,Banashankari,150.0
"1424, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Just Shawarma,Yes,No,3.9,160,kumaraswamy layout,Quick Bites,arabian,Delivery,Banashankari,300.0
"7/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",Mini Punjabi Dhaba,Yes,No,4.2,287,banashankari,Quick Bites,north indian,Delivery,Banashankari,350.0
"19, V.V.puram National School Road, Basavanagudi, Bangalore",Mulabagilu Dosa,Yes,No,3.6,11,basavanagudi,Quick Bites,south indian,Delivery,Banashankari,100.0
"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",Gokul Veg,Yes,No,3.8,469,basavanagudi,Casual Dining,"north indian, chinese, beverages",Delivery,Banashankari,750.0
"1763, Near Swathi Nursing Home, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Olive - Era,Yes,No,3.3,511,kumaraswamy layout,Casual Dining,"bbq, arabian, rolls, chinese, north indian, juices, kebab, desserts",Delivery,Banashankari,550.0
"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore",Udupi Ruchi,Yes,No,3.9,57,banashankari,Quick Bites,"south indian, north indian, chinese, street food",Delivery,Banashankari,200.0
"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",Madhappa Hindu Military Hotel,Yes,No,3.4,14,banashankari,Quick Bites,south indian,Delivery,Banashankari,300.0
"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore",Gama Gama,Yes,No,3.9,264,banashankari,Quick Bites,south indian,Delivery,Banashankari,200.0
"2469, 21st Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore",Pizza Hut,Yes,No,3.8,693,banashankari,Casual Dining,"pizza, fast food",Delivery,Banashankari,750.0
"197/F, 8th B Main, 27th Cross, 3rd Block, Jayanagar, Bangalore",Mangalore Pearl,Yes,No,3.8,242,jayanagar,Casual Dining,"mangalorean, seafood, chinese, biryani",Delivery,Banashankari,650.0
"26/3, Bugle Rock Road, Gandhi Bazaar, Basavanagudi, Bangalore",Asha Sweets Centre,Yes,No,3.6,27,basavanagudi,Dessert Parlor,fast food,Delivery,Banashankari,250.0
"97, Opposite Jain College, Kavi Lakshmisha Road, VV Puram, Basavanagudi, Bangalore",Twiststick House,Yes,No,4.1,163,basavanagudi,Quick Bites,"continental, fast food, street food, momos",Delivery,Banashankari,500.0
"1/4, Nisha Complex, KR Road, Near National College, Basavanagudi, Bangalore",Cool Corner,Yes,No,4.2,191,basavanagudi,Quick Bites,"street food, fast food",Delivery,Banashankari,250.0
"9/63, 1st C Main Road, Kathreguppe, Vivekananda Nagar, Banashankri, Bangalore",Pizza Mane,Yes,No,3.5,32,banashankari,Quick Bites,"pizza, sandwich, burger, fast food",Delivery,Banashankari,150.0
"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Dal Tadkaa,Yes,No,2.5,247,banashankari,Casual Dining,north indian,Delivery,Banashankari,500.0
"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Chutney Chang,Yes,Yes,4.1,2339,jayanagar,Casual Dining,"north indian, chinese, bbq",Delivery,Banashankari,1500.0
"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Mystique Palate,Yes,No,4.1,337,jayanagar,Quick Bites,"chinese, fast food",Delivery,Banashankari,300.0
"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",Thamboola,Yes,No,3.9,135,banashankari,Casual Dining,"north indian, chinese, continental",Delivery,Banashankari,800.0
"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",Castle Rock,Yes,No,3.6,172,uttarahalli,Casual Dining,"north indian, chinese",Delivery,Banashankari,700.0
"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",Vietnamese Kitchen,Yes,No,3.6,105,banashankari,Casual Dining,vietnamese,Delivery,Banashankari,700.0
"1328, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",C Corner,Yes,No,3.2,36,kumaraswamy layout,Quick Bites,"fast food, street food",Delivery,Banashankari,200.0
"31, 2nd Cross, Teacher's Colony, JP Nagar Post, Dayanand College Road, Kumaraswamy Layout, Bangalore",Paratha Merchant,Yes,No,3.1,39,kumaraswamy layout,Quick Bites,north indian,Delivery,Banashankari,300.0
"52, Dayanand Sagar College Road, Teachers Colony, Near ICICI Bank ATM, Bangalore East, Bangalore Urban Karnataka, Kumaraswamy Layout, Bangalore.",North Rasoe,Yes,No,3.1,5,kumaraswamy layout,Casual Dining,"north indian, chinese, biryani, kebab",Delivery,Banashankari,500.0
"84, Basavanagudi, Bangalore",Inchara Restaurant,Yes,No,,0,basavanagudi,Quick Bites,"north indian, chinese",Delivery,Banashankari,300.0
"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3,1129,jayanagar,Casual Dining,"italian, salad",Delivery,Banashankari,1300.0
"Shop 197, Ground Floor, Gokul Niwas, North Main Road, Rajyotsavanagar, 2nd Stage, Kumaraswamy Layout, Bangalore",Lord Of The Kitchen,Yes,No,3.9,56,kumaraswamy layout,Quick Bites,"north indian, chinese",Delivery,Banashankari,350.0
"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,Yes,No,4.3,860,banashankari,Dessert Parlor,"desserts, ice cream",Delivery,Banashankari,500.0
"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",Central Jail Restaurant,Yes,No,3.8,412,jayanagar,Casual Dining,"andhra, seafood, north indian, chinese",Delivery,Banashankari,700.0
"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Bella,Yes,Yes,3.9,142,jayanagar,Casual Dining,"mangalorean, seafood, south indian",Delivery,Banashankari,1000.0
"54, Sri Durga Avenue, 3rd Floor, 33rd Cross Road, Opp. Navarathan, Jewe, Jayanagar, Bangalore",Vennela Andhra Meals,Yes,No,3.0,23,jayanagar,Quick Bites,andhra,Delivery,Banashankari,400.0
"2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",New Prashanth Hotel,Yes,No,3.6,143,jayanagar,Casual Dining,"south indian, biryani, chinese, north indian",Delivery,Banashankari,750.0
"126, Near Ganesha Temple, 7th Main, 4th Block, Jayanagar, Bangalore",The Grillo,Yes,Yes,2.8,80,jayanagar,Casual Dining,"south indian, arabian, chinese, north indian, seafood, mangalorean",Delivery,Banashankari,500.0
"6, Shakambari Nagar, 1st stage, JP Nagar, Bangalore",Re Malnad Nati Style Hotel,Yes,No,3.6,16,jp nagar,Casual Dining,south indian,Delivery,Banashankari,400.0
"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Karma Kaapi,Yes,No,4.4,181,jayanagar,Beverage Shop,"beverages, tea",Delivery,Banashankari,250.0
"616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",Tiwari's,Yes,No,3.8,70,jayanagar,Quick Bites,"north indian, street food",Delivery,Banashankari,200.0
"66/1, Kanakpura Road, Basavanagudi, Bangalore",Pizza Stop,Yes,No,3.8,164,basavanagudi,Quick Bites,"pizza, italian",Delivery,Banashankari,600.0
"173, DSI college Road, Kumaraswamy Layout, Bangalore",Biggies Burger 'n' More,Yes,No,3.6,58,kumaraswamy layout,Quick Bites,"cafe, burger, beverages",Delivery,Banashankari,650.0
"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",Kollapuri's,No,No,3.9,206,basavanagudi,Quick Bites,"south indian, mangalorean",Delivery,Banashankari,450.0
"58, Surveyor Street, Basavanagudi, Bangalore",Sugar Stars Co,No,No,,0,basavanagudi,Bakery,"bakery, desserts",Delivery,Banashankari,300.0
"1, 24th Main Rd, 1st Phase, Girinagar, KR Layout, Muneshwara T-Block, JP Nagar, Bangalore",Bombay Kulfis,No,No,,0,jp nagar,Dessert Parlor,ice cream,Delivery,Banashankari,200.0
"Satellite Bus Stand, KSRTC, Mysore Road, Bangalore",Kadamba Classic,No,No,3.6,16,mysore road,Quick Bites,south indian,Delivery,Banashankari,300.0
"5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",RS Shiv Sagar,No,No,3.7,217,basavanagudi,Casual Dining,"north indian, chinese, south indian, fast food, juices",Delivery,Banashankari,450.0
"144/1, 2nd Main Road, 2nd Block, Thyagaraja Nagar, Basavanagudi, Bangalore",Kholi Mane,No,No,3.6,46,basavanagudi,Quick Bites,"andhra, south indian, biryani, north indian",Delivery,Banashankari,450.0
"60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore",Harshi Super Sandwich,No,No,3.8,148,basavanagudi,Quick Bites,"fast food, street food",Delivery,Banashankari,150.0
"3/1 , Opposite Krishna Rao Park, Kanakapura Road, Basavanagudi, Bangalore",Cake Yard,No,No,3.4,30,basavanagudi,Dessert Parlor,desserts,Delivery,Banashankari,250.0
"335, KR Road, Shastri Nagar, Yediyur, Jayanagar, Bangalore",Sri Udupi Veg,No,No,3.3,4,jayanagar,Quick Bites,south indian,Delivery,Banashankari,250.0
"1/A, 3rd Main, 7th Cross, Kattebalag, Narasimharaja Colony, Basavanagudi, Bangalore",Cake Art,No,No,3.5,15,basavanagudi,"Bakery, Quick Bites",bakery,Delivery,Banashankari,400.0
"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",Aahar Cafe,No,No,,0,basavanagudi,Quick Bites,south indian,Delivery,Banashankari,100.0
"Chikkalasandra, Near Ashwathkatte Ganesha Temple, Opposite Dominic School, Uttarahalli, Bangalore",Akash Gowdru Biryani Center,No,No,,0,uttarahalli,Quick Bites,"north indian, chinese",Delivery,Banashankari,300.0
"164/B, 24th Cross, 6th Block Yediyur, Jayanagar, Bangalore",New Sri Udupi Restaurant,No,No,,0,jayanagar,Quick Bites,"north indian, south indian, chinese, beverages, fast food",Delivery,Banashankari,200.0
"9, Canara Bank Colony, Opposite Chikkalsandra Post Office, Main Road, Uttarahalli, Bangalore",Potato House,Yes,No,3.4,9,uttarahalli,Quick Bites,street food,Delivery,Banashankari,200.0
"1108/1, 9th Main Road, 4th Cross, Hampinagar, Vijay Nagar, Bangalore, Bengaluru",Hotel Biriyani Counter,No,No,,0,vijay nagar,Quick Bites,"north indian, chinese, biryani",Delivery,Banashankari,350.0
"Sri Balaji Complex, 339/3, Kuvempu Nagar, Next to Bus Stand, Mysore Road, Bangalore",Matru Sagar,Yes,No,3.7,31,mysore road,Quick Bites,"south indian, north indian",Delivery,Banashankari,300.0
"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Ugadi,Yes,No,2.9,177,jayanagar,Casual Dining,"north indian, chinese, biryani, andhra, mangalorean",Delivery,Banashankari,700.0
"121, DVG Road, R.M Complex, Basavanagudi, Bangalore",Sri Krishna Sweets,Yes,No,3.7,22,basavanagudi,Sweet Shop,"mithai, desserts",Delivery,Banashankari,250.0
"119, 5th Cross, Teachers Colony, Kumaraswamy Layout, Bangalore",In Time Cane Juice,Yes,No,3.5,10,kumaraswamy layout,Beverage Shop,"juices, beverages",Delivery,Banashankari,100.0
